miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped
hsa-let-7a-1	45663	8379.677589	N
hsa-let-7a-2	45372	8326.275794	N
hsa-let-7a-3	46337	8503.364221	N
hsa-let-7b	69453	12745.411988	N
hsa-let-7c	4527	830.755764	N
hsa-let-7d	2186	401.155754	N
hsa-let-7e	10252	1881.358094	N
hsa-let-7f-1	20902	3835.753695	N
hsa-let-7f-2	21407	3928.426913	N
hsa-let-7g	2329	427.397874	N
hsa-let-7i	3642	668.348242	N
hsa-mir-1-1	24	4.404272	N
hsa-mir-1-2	23	4.220760	N
hsa-mir-100	25734	4722.480412	N
hsa-mir-101-1	20616	3783.269456	N
hsa-mir-101-2	21292	3907.323111	N
hsa-mir-103a-1	114677	21044.528105	Y
hsa-mir-103a-2	114351	20984.703414	Y
hsa-mir-103b-1	0	0.000000	N
hsa-mir-103b-2	0	0.000000	N
hsa-mir-105-1	1545	283.524996	N
hsa-mir-105-2	1625	298.205902	N
hsa-mir-106a	45	8.258010	Y
hsa-mir-106b	1818	333.623587	N
hsa-mir-107	278	51.016148	Y
hsa-mir-10a	126979	23302.084413	N
hsa-mir-10b	6315	1158.874011	N
hsa-mir-1178	0	0.000000	N
hsa-mir-1179	2	0.367023	N
hsa-mir-1180	65	11.928236	N
hsa-mir-1181	2	0.367023	N
hsa-mir-1182	0	0.000000	N
hsa-mir-1183	0	0.000000	N
hsa-mir-1184-1	0	0.000000	N
hsa-mir-1184-2	0	0.000000	N
hsa-mir-1184-3	0	0.000000	N
hsa-mir-1185-1	1	0.183511	N
hsa-mir-1185-2	2	0.367023	N
hsa-mir-1193	0	0.000000	N
hsa-mir-1197	0	0.000000	N
hsa-mir-1199	0	0.000000	N
hsa-mir-1200	0	0.000000	N
hsa-mir-1202	0	0.000000	N
hsa-mir-1203	0	0.000000	N
hsa-mir-1204	0	0.000000	N
hsa-mir-1205	0	0.000000	N
hsa-mir-1206	0	0.000000	N
hsa-mir-1207	0	0.000000	N
hsa-mir-1208	0	0.000000	N
hsa-mir-122	0	0.000000	N
hsa-mir-1224	0	0.000000	N
hsa-mir-1225	1	0.183511	N
hsa-mir-1226	5	0.917557	N
hsa-mir-1227	1	0.183511	N
hsa-mir-1228	3	0.550534	N
hsa-mir-1229	4	0.734045	N
hsa-mir-1231	0	0.000000	N
hsa-mir-1233-1	0	0.000000	N
hsa-mir-1233-2	0	0.000000	N
hsa-mir-1234	1	0.183511	N
hsa-mir-1236	0	0.000000	N
hsa-mir-1237	0	0.000000	N
hsa-mir-1238	0	0.000000	N
hsa-mir-124-1	0	0.000000	N
hsa-mir-124-2	0	0.000000	N
hsa-mir-124-3	0	0.000000	N
hsa-mir-1243	1	0.183511	N
hsa-mir-1244-1	0	0.000000	N
hsa-mir-1244-2	0	0.000000	N
hsa-mir-1244-3	0	0.000000	N
hsa-mir-1244-4	0	0.000000	N
hsa-mir-1245a	25	4.587783	N
hsa-mir-1245b	0	0.000000	N
hsa-mir-1246	0	0.000000	N
hsa-mir-1247	393	72.119950	N
hsa-mir-1248	17	3.119693	N
hsa-mir-1249	7	1.284579	N
hsa-mir-1250	0	0.000000	N
hsa-mir-1251	1	0.183511	N
hsa-mir-1252	0	0.000000	N
hsa-mir-1253	0	0.000000	N
hsa-mir-1254-1	11	2.018625	N
hsa-mir-1254-2	9	1.651602	N
hsa-mir-1255a	15	2.752670	N
hsa-mir-1255b-1	0	0.000000	N
hsa-mir-1255b-2	0	0.000000	N
hsa-mir-1256	0	0.000000	N
hsa-mir-1257	0	0.000000	N
hsa-mir-1258	0	0.000000	N
hsa-mir-125a	6315	1158.874011	N
hsa-mir-125b-1	1318	241.867925	N
hsa-mir-125b-2	1271	233.242893	N
hsa-mir-126	14108	2588.977759	N
hsa-mir-1260a	0	0.000000	N
hsa-mir-1260b	0	0.000000	N
hsa-mir-1261	0	0.000000	N
hsa-mir-1262	16	2.936181	N
hsa-mir-1263	0	0.000000	N
hsa-mir-1264	0	0.000000	N
hsa-mir-1265	0	0.000000	N
hsa-mir-1266	18	3.303204	N
hsa-mir-1267	0	0.000000	N
hsa-mir-1268a	0	0.000000	N
hsa-mir-1268b	0	0.000000	N
hsa-mir-1269a	163	29.912346	N
hsa-mir-1269b	48	8.808544	N
hsa-mir-127	2094	384.272713	N
hsa-mir-1270	4	0.734045	N
hsa-mir-1271	9	1.651602	N
hsa-mir-1272	0	0.000000	N
hsa-mir-1273a	0	0.000000	N
hsa-mir-1273c	0	0.000000	N
hsa-mir-1273d	0	0.000000	N
hsa-mir-1273e	0	0.000000	N
hsa-mir-1273f	0	0.000000	N
hsa-mir-1273g	0	0.000000	N
hsa-mir-1273h	1	0.183511	N
hsa-mir-1275	0	0.000000	N
hsa-mir-1276	3	0.550534	N
hsa-mir-1277	7	1.284579	N
hsa-mir-1278	1	0.183511	N
hsa-mir-1279	0	0.000000	N
hsa-mir-128-1	476	87.351390	N
hsa-mir-128-2	255	46.795388	N
hsa-mir-1281	0	0.000000	N
hsa-mir-1282	0	0.000000	N
hsa-mir-1283-1	14	2.569159	N
hsa-mir-1283-2	23	4.220760	Y
hsa-mir-1284	1	0.183511	N
hsa-mir-1285-1	0	0.000000	N
hsa-mir-1285-2	0	0.000000	N
hsa-mir-1286	0	0.000000	N
hsa-mir-1287	238	43.675695	N
hsa-mir-1288	4	0.734045	N
hsa-mir-1289-1	1	0.183511	N
hsa-mir-1289-2	0	0.000000	N
hsa-mir-129-1	10	1.835113	N
hsa-mir-129-2	13	2.385647	N
hsa-mir-1290	0	0.000000	N
hsa-mir-1291	5	0.917557	N
hsa-mir-1292	2	0.367023	N
hsa-mir-1293	1	0.183511	N
hsa-mir-1294	3	0.550534	N
hsa-mir-1295a	0	0.000000	N
hsa-mir-1295b	4	0.734045	N
hsa-mir-1296	40	7.340453	N
hsa-mir-1297	0	0.000000	N
hsa-mir-1298	0	0.000000	N
hsa-mir-1299	0	0.000000	N
hsa-mir-1301	101	18.534644	N
hsa-mir-1302-1	0	0.000000	N
hsa-mir-1302-10	0	0.000000	N
hsa-mir-1302-11	0	0.000000	N
hsa-mir-1302-2	0	0.000000	N
hsa-mir-1302-3	0	0.000000	N
hsa-mir-1302-4	0	0.000000	N
hsa-mir-1302-5	0	0.000000	N
hsa-mir-1302-6	0	0.000000	N
hsa-mir-1302-7	0	0.000000	N
hsa-mir-1302-8	0	0.000000	N
hsa-mir-1302-9	0	0.000000	N
hsa-mir-1303	0	0.000000	N
hsa-mir-1304	2	0.367023	N
hsa-mir-1305	1	0.183511	N
hsa-mir-1306	35	6.422896	N
hsa-mir-1307	11410	2093.864207	N
hsa-mir-130a	753	138.184027	N
hsa-mir-130b	92	16.883042	N
hsa-mir-132	803	147.359593	N
hsa-mir-1321	0	0.000000	N
hsa-mir-1322	0	0.000000	N
hsa-mir-1323	0	0.000000	N
hsa-mir-1324	0	0.000000	N
hsa-mir-133a-1	23	4.220760	Y
hsa-mir-133a-2	20	3.670226	Y
hsa-mir-133b	3	0.550534	Y
hsa-mir-134	624	114.511066	N
hsa-mir-1343	12	2.202136	N
hsa-mir-135a-1	2	0.367023	N
hsa-mir-135a-2	0	0.000000	N
hsa-mir-135b	209	38.353867	N
hsa-mir-136	62	11.377702	N
hsa-mir-137	8	1.468091	N
hsa-mir-138-1	5	0.917557	N
hsa-mir-138-2	4	0.734045	N
hsa-mir-139	148	27.159676	N
hsa-mir-140	9083	1666.833356	N
hsa-mir-141	15682	2877.824583	N
hsa-mir-142	14223	2610.081562	N
hsa-mir-143	118055	21664.429358	N
hsa-mir-144	1221	224.067327	N
hsa-mir-145	7664	1406.430787	N
hsa-mir-1468	25	4.587783	N
hsa-mir-1469	0	0.000000	N
hsa-mir-146a	1187	217.827942	N
hsa-mir-146b	23597	4330.316713	N
hsa-mir-1470	0	0.000000	N
hsa-mir-1471	0	0.000000	N
hsa-mir-147a	0	0.000000	N
hsa-mir-147b	4	0.734045	N
hsa-mir-148a	238200	43712.397383	N
hsa-mir-148b	827	151.763865	N
hsa-mir-149	935	171.583088	N
hsa-mir-150	5103	936.458286	N
hsa-mir-151a	9542	1751.065054	N
hsa-mir-151b	1	0.183511	N
hsa-mir-152	1198	219.846566	N
hsa-mir-153-1	0	0.000000	N
hsa-mir-153-2	19	3.486715	N
hsa-mir-1537	1	0.183511	N
hsa-mir-1538	3	0.550534	N
hsa-mir-1539	0	0.000000	N
hsa-mir-154	24	4.404272	N
hsa-mir-155	4162	763.774131	N
hsa-mir-1587	0	0.000000	N
hsa-mir-15a	1821	334.174121	N
hsa-mir-15b	1548	284.075530	N
hsa-mir-16-1	957	175.620337	N
hsa-mir-16-2	971	178.189496	N
hsa-mir-17	4288	786.896557	Y
hsa-mir-181a-1	7641	1402.210027	N
hsa-mir-181a-2	10513	1929.254549	N
hsa-mir-181b-1	1531	280.955837	N
hsa-mir-181b-2	1529	280.588814	N
hsa-mir-181c	280	51.383171	N
hsa-mir-181d	59	10.827168	N
hsa-mir-182	148751	27297.492960	N
hsa-mir-1825	0	0.000000	N
hsa-mir-1827	0	0.000000	N
hsa-mir-183	45679	8382.613770	N
hsa-mir-184	32	5.872362	N
hsa-mir-185	602	110.473817	N
hsa-mir-186	3068	563.012742	N
hsa-mir-187	233	42.758138	N
hsa-mir-188	4	0.734045	N
hsa-mir-18a	82	15.047929	N
hsa-mir-18b	1	0.183511	N
hsa-mir-1908	0	0.000000	N
hsa-mir-1909	0	0.000000	N
hsa-mir-190a	29	5.321828	N
hsa-mir-190b	4	0.734045	N
hsa-mir-191	2551	468.137388	N
hsa-mir-1910	4	0.734045	N
hsa-mir-1911	0	0.000000	N
hsa-mir-1912	0	0.000000	N
hsa-mir-1913	0	0.000000	N
hsa-mir-1914	2	0.367023	N
hsa-mir-1915	1	0.183511	N
hsa-mir-192	850	155.984625	Y
hsa-mir-193a	2102	385.740803	N
hsa-mir-193b	692	126.989836	N
hsa-mir-194-1	283	51.933705	N
hsa-mir-194-2	389	71.385905	N
hsa-mir-195	162	29.728834	N
hsa-mir-196a-1	25	4.587783	N
hsa-mir-196a-2	45	8.258010	N
hsa-mir-196b	148	27.159676	N
hsa-mir-197	4708	863.971314	N
hsa-mir-1972-1	0	0.000000	N
hsa-mir-1972-2	0	0.000000	N
hsa-mir-1973	0	0.000000	N
hsa-mir-1976	67	12.295259	N
hsa-mir-198	0	0.000000	N
hsa-mir-199a-1	8422	1545.532371	Y
hsa-mir-199a-2	11624	2133.135630	Y
hsa-mir-199b	11379	2088.175356	Y
hsa-mir-19a	224	41.106537	N
hsa-mir-19b-1	473	86.800856	N
hsa-mir-19b-2	419	76.891245	N
hsa-mir-200a	2254	413.634524	N
hsa-mir-200b	2558	469.421967	N
hsa-mir-200c	184765	33906.469783	N
hsa-mir-202	0	0.000000	N
hsa-mir-203a	270729	49681.837242	N
hsa-mir-203b	1635	300.041015	N
hsa-mir-204	5	0.917557	N
hsa-mir-205	25219	4627.972081	N
hsa-mir-2052	0	0.000000	N
hsa-mir-2053	0	0.000000	N
hsa-mir-2054	0	0.000000	N
hsa-mir-206	0	0.000000	N
hsa-mir-208a	0	0.000000	N
hsa-mir-208b	0	0.000000	N
hsa-mir-20a	3108	570.353195	N
hsa-mir-20b	84	15.414951	N
hsa-mir-21	1992676	365678.611113	N
hsa-mir-210	6175	1133.182426	N
hsa-mir-211	0	0.000000	N
hsa-mir-2110	20	3.670226	N
hsa-mir-2113	0	0.000000	N
hsa-mir-2114	0	0.000000	N
hsa-mir-2115	4	0.734045	N
hsa-mir-2116	10	1.835113	N
hsa-mir-2117	0	0.000000	N
hsa-mir-212	34	6.239385	N
hsa-mir-214	133	24.407006	N
hsa-mir-215	2	0.367023	Y
hsa-mir-216a	1	0.183511	N
