id	filename	md5	size	state
5c05bf97-252a-4197-a189-205a05614aa8	c727c25b-cd4d-4277-bf33-ce680cf91b15.mirbase21.mirnas.quantification.txt	2b5729f58d44242242d1347892f7d4b7	50390	released
7a60f45f-d33d-45ea-b30b-4cb45f5268a5	7e24cd0e-649b-415f-b150-aa59cf09a838.mirbase21.mirnas.quantification.txt	5ba3a3ea535bed61181774e1248712a2	50272	released
2f8ca9dc-fbe3-4cfc-9d7c-4a06dfc4b7bf	a2958e2a-9159-465f-b66d-f8153774e482.mirbase21.mirnas.quantification.txt	a11e491a3393a10aba685ddd3ce6f88b	50202	released
46e22d3b-1d7e-40ed-a498-501ede010837	076ba03c-ebcc-48e5-9c5c-64a138da3a4a.mirbase21.mirnas.quantification.txt	d64a1d505afeca956e6dd6bd4887cb6a	50327	released
f3452d42-c541-460f-87f4-ed012d7c1d7c	0bef5688-9277-4cbd-87ce-b29412fc55c6.mirbase21.mirnas.quantification.txt	e2811f9d182cd60b439f792c129c9435	50146	released
616e56ed-2ce4-484d-b23f-bd9a19e4878f	cbce8a62-cbbe-43e6-a39f-adade3dfa19b.mirbase21.mirnas.quantification.txt	e19477c7db092f94961257bd7d8a5131	50415	released
92e6410d-c34b-4dd4-8a29-4ccd2ac09d6a	a8cd4a79-2a4c-43be-b060-002508ab883b.mirbase21.mirnas.quantification.txt	8a3c5e69ede1ded2766d5e8e0f8868e2	50098	released
f98cd192-a2c4-48b9-a4bd-1153d86a6366	2a3e7a36-ae90-4bce-ae4c-2f29bba30e11.mirbase21.mirnas.quantification.txt	9dd855d7f89db5afa0d04cfb57172757	50315	released
92e2366c-6120-48eb-acc7-f37acdb222ae	cb8b631d-997d-40c3-bec6-384cb7dcfe1c.mirbase21.mirnas.quantification.txt	e44f3a7c2e79714940b1a4c8aa21292a	50324	released
f8cc4cdf-e1a6-44d4-8841-3300d1ca5e32	5a7be3d7-baef-44ff-b3e2-7d0888c9b58f.mirbase21.mirnas.quantification.txt	875d16eca1de5975032997d24911f4c4	50216	released
2e00e494-63f2-4e57-97d6-5b296217bc07	1989fa7a-bfaa-426a-8b98-848cbe589728.mirbase21.mirnas.quantification.txt	f0da21402140a936e23aaf3451b958f3	50172	released
60bc8304-d7be-4705-9244-3e53570dba1b	30fa738a-996b-4798-8343-58ef1ffb80b0.mirbase21.mirnas.quantification.txt	562e7825203c448167b898c8404c8075	50300	released
8c6c51d4-6734-490b-9690-01f937485e35	bce1eee9-5708-47e1-90e8-ef38ad5486a8.mirbase21.mirnas.quantification.txt	6d2ef0de2ec34964313b7c5a340a7345	50496	released
dd94799d-be57-4d9d-84f4-fcb47c98cdba	0aeb2ce6-6b51-4d3a-85be-8775231025c1.mirbase21.mirnas.quantification.txt	87dc0dbe002825785273b42d8181df9b	50383	released
7db175ad-8c55-490d-9084-205c4c71c2da	ebfb5824-83f7-4881-ae03-dd15805cc647.mirbase21.mirnas.quantification.txt	b43d266a342590d241896b6ec1ce746e	50278	released
35a11043-a739-4721-8542-aef3d2fb2552	0dd24f31-2bd0-45dd-a437-30fe7b3d302f.mirbase21.mirnas.quantification.txt	460cdc9aed6bac2b971dbcec45f8d1ba	50226	released
f197f11d-401e-4b14-ac89-8c231992f9f7	180cb669-35eb-4daa-b13a-0c5f667c9828.mirbase21.mirnas.quantification.txt	812b517f64c09c3e08f8de9ab6b79826	50266	released
dcaf0fe8-81e4-4276-b421-5e5a3d1bbadc	4e7e38dd-9280-451b-8d72-98a80ad2075a.mirbase21.mirnas.quantification.txt	70cb83b25fd5aa866dde75fc7b6ae9f4	50297	released
c755ce1e-068d-4a0c-9b0d-be912c8aad9d	7032d3f6-75fd-4450-b0f9-a893f65ef0a2.mirbase21.mirnas.quantification.txt	18774734e54f12a86a730e18ca8a8f9d	50215	released
b1bd3f25-a6c8-4f62-a6bc-862f45ed6a30	3c6545a3-86e6-432c-b4ef-ca9add829bcc.mirbase21.mirnas.quantification.txt	521c3ff9d55d24ed77cd054616073df6	50093	released
2e5c597c-f421-4572-8327-a525ee91539e	5013b791-b5d8-48c5-8829-a33fd527d428.mirbase21.mirnas.quantification.txt	d28208194ff75e8b4de2bb426c5915cb	50445	released
586dc7b4-23a4-4994-ab1e-31928ee4672a	d9dcb9c9-6a07-4fb0-8cc7-889094dad793.mirbase21.mirnas.quantification.txt	67f2b6b5cf7d17a65f016279441695c2	50284	released
74bf4d02-f554-4468-b0ae-64964c56c43e	ffd586ad-6961-4d35-9854-c76521025424.mirbase21.mirnas.quantification.txt	8cd71ef5f74961a44d79c3db2f5c4e3a	50279	released
9d4016e1-64cd-4ffa-b1f6-11bfd557c2ae	b3d171d6-50b3-409b-846e-838ab05aebb7.mirbase21.mirnas.quantification.txt	51553d96f0923eb31753316cec854422	50140	released
7a103821-9a2f-46be-9563-669c8c8d74b0	28d05c23-f299-4543-8524-c86dffa003ff.mirbase21.mirnas.quantification.txt	fd38a4ea0569fe76913ab482ea73fa8b	50314	released
6188b5e4-47ca-4104-b737-67d6f71092db	711b560c-1f22-4b38-ad21-5c555801b720.mirbase21.mirnas.quantification.txt	c5fafb33871a758b401a81352b8dad85	50221	released
40c3feb4-52e5-46ac-8a4e-e59d75234d33	b72d3a27-5845-4449-b013-184cf03c431c.mirbase21.mirnas.quantification.txt	76dc1bd128c80efa0af1b8e15f3244d1	50280	released
94a9cb11-8073-47b7-9843-33a758f95bb0	4940ed21-ee86-4b4b-b304-2f94615d8d5a.mirbase21.mirnas.quantification.txt	aabffd12601c756b4707fb9d254b1e6b	50299	released
1143c83d-05a0-4a04-944c-a735136f3eba	d0dac1dd-a982-45a4-ae49-6d9488674632.mirbase21.mirnas.quantification.txt	f8c47d6f03cd4bcc467800dcf9080897	50282	released
f4eab008-cd48-4f63-a171-29c8d42989fc	c2767b88-c131-42b2-acd8-f45afe1fb66c.mirbase21.mirnas.quantification.txt	2cdfd4ce6f08ca8300f9f07eafaab400	50421	released
602a190c-b633-4af8-ab82-96c9677f900b	89d64ad3-c182-4884-ba2a-db9c556ac0fb.mirbase21.mirnas.quantification.txt	bfa9a53965142a0cf13fcc1bcdd87b33	50505	released
da3a1e47-a132-40f9-84ef-6f8835f703a9	80f07133-1f06-434c-b11d-230e12f92078.mirbase21.mirnas.quantification.txt	5925de9a2ba9a3ada311f9e747e3f06f	50231	released
19a6225d-ff30-4777-b0f1-51d3b6791fb8	11a0c632-f475-432d-9569-a6a18a0160a8.mirbase21.mirnas.quantification.txt	af21abb743f79727b1b79d01e1d313a9	50078	released
03188ac4-0533-4d0b-80dd-359cda50685e	b06ca483-ebaf-44ca-ac22-5c88713dac83.mirbase21.mirnas.quantification.txt	9238c74214f01c56184ca46bc6809f17	50349	released
6961a770-eefc-482d-8174-6c01255e5e37	bb99635d-8229-4bf5-9d4f-0f8282d9de6b.mirbase21.mirnas.quantification.txt	91ad17640d048c608d7e8cbaa015d033	50281	released
baa093c5-8e16-4305-8671-d572283a552c	e4f65ef9-dd75-46c7-9306-0868a8241141.mirbase21.mirnas.quantification.txt	9a1c7f2b51b929cdf421ff2ae5cbb71a	50329	released
f7ab8fce-e602-43ae-9339-9224120133a2	86df6215-95f6-44ca-98f4-009fac1072f8.mirbase21.mirnas.quantification.txt	fbc052454108b88758b0224565ecf8a5	50420	released
3b2ccd93-26c4-40c2-934a-28faf5f95a82	725f1fcc-d999-4ee7-8bcf-be773f9742ea.mirbase21.mirnas.quantification.txt	d08e1314696dfb804e557bf6ed5259f0	50262	released
6aa7623a-7dbd-4c9f-a606-0935f20a7f8e	2986e59e-ef80-4af3-986a-870a1ec78ebc.mirbase21.mirnas.quantification.txt	1c9cd748d32458cac704ebf99a3ae800	50185	released
283c9102-0cfa-4dcd-9290-7756f19ebe6e	89435f30-2ffa-42ed-b85a-907a26246ba0.mirbase21.mirnas.quantification.txt	287017d99f4ef6b56de2048b18595b4f	50337	released
22337d3c-9f79-4118-90c2-8d1d834b2af1	f6b159a8-e45a-44cf-b3c3-3039e916a0eb.mirbase21.mirnas.quantification.txt	53b13b646afcf7454cbbb614267763f7	50237	released
1c5149b7-525e-4220-ba91-2593a455b629	c6817510-744d-4378-a66e-973ea452b6d9.mirbase21.mirnas.quantification.txt	b4dee0cca0564d88d142660fe9c1cb5d	50258	released
4c4a143a-5f8c-4d88-94d0-e3f529b8ba03	a41f339c-5953-41cc-a422-22f386b6a505.mirbase21.mirnas.quantification.txt	2b65318b7de0c451ce195956c99382ab	50253	released
fd2f8b7a-e410-4508-8cbc-ae4f30a82a03	7020d5e1-13ab-4bbe-80bd-a3dd78d07c0f.mirbase21.mirnas.quantification.txt	6014709ac8da3a4c655e0f4545f5a612	50099	released
894a08b4-33e4-473e-9596-88edac0bd69d	7f09f556-ffd3-42be-9bd5-d7e514fee6b1.mirbase21.mirnas.quantification.txt	04fd4997977cc30aa4dae62170bd8216	50197	released
f28380fe-6b8e-42a5-929b-81c7591aee25	db91d1cf-72f2-4713-86df-1db33f090f87.mirbase21.mirnas.quantification.txt	544569e230d93cc596e8da688dd7e6cb	50212	released
6bbcfa9d-c03f-44cb-8fc5-580cc86f2ea8	eaaf8e4b-d153-450b-9eed-db1bba007704.mirbase21.mirnas.quantification.txt	747f538328f3941709a06ee24f6d3e6b	50301	released
a2fed2e0-a015-4e74-b164-3801df97f343	cc7e2a38-dd71-4343-a331-1478ae2ce0e9.mirbase21.mirnas.quantification.txt	f5cfca07a140ff119dfce467d32fc7dc	50186	released
204906ab-66b2-4076-b697-1c9ec11e421a	cfe46e3a-c3e7-4939-a312-893a90a8da23.mirbase21.mirnas.quantification.txt	1530644ebfe93c6d4bb534e2a5f6620c	50335	released
5a4fad4a-0204-4717-8dc8-9f6fc38ce265	924f6bf6-85ad-46d9-8689-af18683e6eb0.mirbase21.mirnas.quantification.txt	f225f22741ae98b5e4660ec5b1768e2b	50163	released
642e7b8b-d0e3-46e1-90b6-3fe4f6e65080	8c9a7ed4-6d6a-4550-ba99-45a9fc9e0112.mirbase21.mirnas.quantification.txt	746fd219aba5c8318c08065f87bf3231	50247	released
386ebf74-7ea0-4cb5-914f-82d86be3e100	b32892c1-04bf-4db0-a373-f34efcb583ba.mirbase21.mirnas.quantification.txt	98833746737fdc1bc3243b4e89ca6fd3	50460	released
ac05f1a1-ab37-460e-9481-eb65e590f130	b84085d8-e5d9-4396-8dbb-af798182d602.mirbase21.mirnas.quantification.txt	f257800563f3c02fa8774afb80b12899	50322	released
342785d5-618e-4f1f-9f40-a6188622c912	3d554dbd-fcba-41b4-a39d-a17c837bf198.mirbase21.mirnas.quantification.txt	68c3d7c8f837a9038d18014c3b604ca7	50177	released
757a000c-f00b-4e01-a375-b7934326f31e	123af5fc-1e88-48dd-ba2d-afc030eba97c.mirbase21.mirnas.quantification.txt	60dd7e6ee687a7b8a02d8a6b61c7997f	50394	released
fde3f069-d7a3-4466-a399-1de31acb377b	7c363a48-51f2-4d46-946d-89c9eb9880c3.mirbase21.mirnas.quantification.txt	1d1e43a35efbfa54a6aa89335278c6eb	49987	released
ead5716e-bf52-46fb-a9c1-dd8c178f529e	d8bc7106-4f03-4861-8278-aabb75c7e5a9.mirbase21.mirnas.quantification.txt	480e70752736185f18c2c8ad9e5967ff	50244	released
95f0e994-0723-4d75-b8b1-25c82034e508	ead2ef85-8b64-4101-97ae-29d21431991b.mirbase21.mirnas.quantification.txt	8c390dec84378c9dff566b65e57bb7ab	50156	released
84fdc11c-4184-46bb-a041-18917682dcc2	139b0000-a993-45a1-9115-f4d7496f450f.mirbase21.mirnas.quantification.txt	4b7ecac36d25eb991e122df4b228efa9	50289	released
ab0eee35-41f7-4830-b6c6-dd4d43a518ab	b786e7bd-6630-4e02-bb40-b8b60c0b33ca.mirbase21.mirnas.quantification.txt	30f7a231fc57b878dda79d388a648041	50419	released
71144421-f3a3-4826-af88-6f109ae683b8	dd342945-e846-494c-b387-d50ea4fa0c8b.mirbase21.mirnas.quantification.txt	0a5cd9859b1e0751116eb3014f515693	50309	released
8c08efb4-a54e-46b9-ab29-9096c7d9331f	1182245f-c3cc-4fc0-99f4-9eb9a6d0dee4.mirbase21.mirnas.quantification.txt	b1b90cd92d7c417b027b786e538756b3	50478	released
4d24bc7d-3c5b-41f2-8ab1-1bbe7b5e7a70	8afe378f-fcd8-49d0-b723-f47948c0f4b3.mirbase21.mirnas.quantification.txt	8a6396292ad17311172c7e7585b695c6	50533	released
abb3a364-9ffe-4873-8807-6defa3550af3	256b8302-bf6e-4da6-92c7-8e4b4fb50920.mirbase21.mirnas.quantification.txt	2daca8de4fe5c049420c7f74f30e7069	50241	released
7524b619-1eb5-489c-8640-098fafb4d2c1	02c298fa-6b50-49da-a010-75bbbb323fb8.mirbase21.mirnas.quantification.txt	ab37bf4989f579e9b01a32329de645f7	50171	released
8ca1dc38-f53f-4603-90f4-673a6392dce8	8b35bca5-f2d9-408d-8cd7-025eb8faec9f.mirbase21.mirnas.quantification.txt	a739a9fd64937215e48458a98323adc6	50453	released
9f47ba46-c0d2-4594-afa1-478ae7eddd54	8f2fa318-4229-4173-a182-2385153bfb18.mirbase21.mirnas.quantification.txt	31e32a068cfb2a7352d84186dfab713d	50303	released
5cef204c-cc4a-4a58-806f-74ba3afd883a	58d5e6d2-ba8a-488d-a1f7-ec937098b9ee.mirbase21.mirnas.quantification.txt	e3caec4c7764ccf897385f1e5e0f4ee0	50025	released
7c820c34-5649-4dc0-9ffe-fb9ced4bb726	243d9817-82b3-4787-8c39-e8f433950405.mirbase21.mirnas.quantification.txt	bfe61ff668c7e09a74f4e2a1694c23dc	50227	released
2ce3859c-860c-4611-ac95-98ad40f07a4a	33ea821d-04c7-4e3b-9314-ece4bfd62f76.mirbase21.mirnas.quantification.txt	7b6582e528ddb9fee56889a83f258e83	50117	released
4e9b41d0-713b-4b01-9c51-69cf37ff36d3	291242ea-865c-411d-b9f2-399a1ea614e9.mirbase21.mirnas.quantification.txt	7b20b2ee33eba1b89125805553ef531d	50366	released
8a4c4a87-25af-4e18-a7ee-4d20c9757d63	8d524769-0b0d-4734-9c42-8428427bf7e8.mirbase21.mirnas.quantification.txt	138554f3e247704f43e4eb5863722aa8	50233	released
06bd2179-efe7-4379-ab36-c0de01ef077b	3c7677cb-635a-4e97-b6b1-10c0194f3942.mirbase21.mirnas.quantification.txt	40d06831277a29416b3952d8c97d7237	50409	released
b80cf6de-e411-4918-82db-291c2a79d820	b82c25b0-eafc-4e27-8611-4236a4aa81e3.mirbase21.mirnas.quantification.txt	73c6959e5cea7fc11597879b30a1049e	50172	released
8e330e88-8179-45d6-aadb-51c16af7b1f2	cd468727-00b9-41ff-b94e-e6f89bf5bafc.mirbase21.mirnas.quantification.txt	e9b126682e7ab86e1716538a730250e3	50180	released
c105256f-b002-485e-9857-f4d238e16ec7	5d2dec2a-9571-41a6-823b-45b5d6bea1a8.mirbase21.mirnas.quantification.txt	8f85e183571490caa0305f43bd6a113d	50193	released
be7197c2-2bf3-40b7-af6a-d31dc3938979	b86e1964-0aae-45e9-bf2a-0af71d3800cd.mirbase21.mirnas.quantification.txt	93c4792cf78728610f4c4f7cd9e57184	50226	released
c3360f20-4868-4d95-b879-af3dd7f99154	445eef6f-255e-46d0-a8b6-e4c10cef8a73.mirbase21.mirnas.quantification.txt	e5bb1848a8264753ec0fdd2a6faaa690	50150	released
81cea029-1d8a-4086-be1a-b33399121e67	2854df6b-473f-4b6e-811a-2c3f77a7a0e5.mirbase21.mirnas.quantification.txt	9483275f67d7a13e993d5177ddbabe06	50457	released
a8368b3d-730d-49ab-be3b-68ca2dcbe8aa	67206cd7-74ca-4a68-a1ed-9b9597846b7a.mirbase21.mirnas.quantification.txt	81b36879689249a03f0ac1bb7f31d2ed	50216	released
81bc97e2-4a48-410b-88f8-0adeda5dd48b	7a88a340-0170-4991-9f85-0cf5b539cea4.mirbase21.mirnas.quantification.txt	22fd003730768964b8b90bb2412181bf	50357	released
1868fd1d-bf81-4565-a75a-35fd50b8ba55	36701132-fea4-4392-a2c7-873bf8d34a7d.mirbase21.mirnas.quantification.txt	273b996d5585d29928be0d9383782e58	50208	released
c39be035-05b1-4794-945f-b23bde5c9386	6cad5ff1-1d89-4b3d-8c68-cd5cfdfb6be1.mirbase21.mirnas.quantification.txt	c7c312885c03c29aef8956a5d50cac39	50094	released
742074d0-3cc8-4853-ae23-367b58140dbb	cc039766-0e4f-44e1-8207-4c44d5b708d0.mirbase21.mirnas.quantification.txt	6b60b53dd5e151025f5f93343ef02236	50302	released
69dffc02-2a43-4e20-b87a-5db0ea34ae4d	9af4cb84-26ff-418e-8227-735de7f87797.mirbase21.mirnas.quantification.txt	299bae0bfe2f1f621ec964da6c6a7054	50206	released
2749fbc7-7051-4f02-8805-fefcc4197a41	43175b4b-123a-4023-afc6-4271a41976d1.mirbase21.mirnas.quantification.txt	df890992a71b15033e5b9d0f40ac901b	50123	released
2e7f4bec-8f7a-44a0-9cfd-99af6b62d3c0	3d0cc13c-6190-4d8f-a896-413506c314cc.mirbase21.mirnas.quantification.txt	9e0c4ff3a0958d28e2e858c8b6362baa	50262	released
4a2416a7-746c-4fe8-8343-9ca95abb3251	6ad48e51-e117-4f9f-8743-9e3da0fc80e5.mirbase21.mirnas.quantification.txt	a4477046a7c815977fb591ea3853e248	50359	released
c5da05b4-071c-4397-b3d9-2071f37b16c8	041994fd-a732-47aa-900e-ee29e8ae13d0.mirbase21.mirnas.quantification.txt	29e287d08da8253808ead92f9dee622f	50248	released
6214dba5-3c02-496b-81d7-bfbb81b01406	fbc7b43a-e42a-4ecc-af86-0aaf793a1202.mirbase21.mirnas.quantification.txt	3b77e97a0b2889e15ac0ecd31fefe558	50217	released
0c072775-6907-4689-befb-07dea5d99b72	98082bfe-ef70-4473-9857-55a0640f6a80.mirbase21.mirnas.quantification.txt	eae2429ba1e2d12e529e4129d5358ee9	50395	released
7cf6d219-dea6-46cb-8cbe-758a78d9c606	4736b592-c6b8-47ac-b4db-266ea5bd4ae2.mirbase21.mirnas.quantification.txt	2dd920ea7764c4aff27fd3578eacb9be	50266	released
eef369f6-62d1-403f-8c7c-9ba32a5bbae0	4238d94f-05a1-40ba-a9e7-8139e2b9939b.mirbase21.mirnas.quantification.txt	2185f2d8f59a332de7880457fb136384	50208	released
57b63dc1-9e9a-4ce8-926c-60f9a8630b20	4a708ee9-e612-4166-9505-07292c2ea397.mirbase21.mirnas.quantification.txt	e59f79b7a0a306143ea00dcd8435facc	50114	released
407bb175-93c4-4da0-888a-3a11e40aa14e	9f3b72f8-cef0-42dc-aaa0-5f44d296af2f.mirbase21.mirnas.quantification.txt	4cb68a3fe5cf4d9b0299a182562fbd05	50389	released
0ce111a1-09ac-4055-8a6c-a93e2475eac8	5caab4c1-2272-468f-b0d3-db9431a07444.mirbase21.mirnas.quantification.txt	1f8adbc1d97fd55cf3099d91d16cf660	50201	released
7ccefa55-ac2f-493d-97ee-5bbee46af2ed	48ca95b2-db13-4c19-bc8a-2f8f6a1f9fe6.mirbase21.mirnas.quantification.txt	d5d3d15f87e30e817d6f179a07e9414b	50169	released
1878efab-3cab-4345-9086-ed4d12d739fc	aac3acfd-f65d-4155-98c5-75b7f48a0602.mirbase21.mirnas.quantification.txt	fbf951473c8b7ebbb8770510db88270c	50054	released
99de0dc2-2e7f-49fe-ad9b-e1550e88851c	1178eb6f-1c53-456d-86c7-42d6f68387ea.mirbase21.mirnas.quantification.txt	21303f04d0f7ed4f17d3e9147a4e82f6	50433	released
310793d9-b2e9-4ed0-a27a-7872c9b31032	3a693288-3382-4593-b9a3-e4c506f0cd45.mirbase21.mirnas.quantification.txt	d19d8dfe1eb5f4c3b16d0b79600f430b	50262	released
9e778828-9e1a-4ef6-b58b-050c98206322	88bc1920-74ce-42ed-b59c-07337e03fb8f.mirbase21.mirnas.quantification.txt	b88379770846f5369de44f3a6954cafa	50037	released
14453e60-c992-4dc5-ab7c-41fbffa5ab57	6da1e467-85e3-4681-b558-03c35e42eaab.mirbase21.mirnas.quantification.txt	e0761b4bcf4dd93c83a359d96887aa39	50204	released
8c22c567-6502-4d17-ab6f-72dcdf1a759c	862e8c72-24df-4de6-8ff1-1b4901de1e12.mirbase21.mirnas.quantification.txt	18b5c760e3d2d3a45d1b41c44d0d2391	50258	released
45b272bd-5d7b-4d7b-b6cb-575043b5c76d	9e3903bb-94ee-497b-9330-9622740338c8.mirbase21.mirnas.quantification.txt	09e713061702e9437e241ebedae046a9	50261	released
3e7f110e-b6e2-492e-92da-8e4f08226bc8	69362d0f-d8ec-4e3d-9dfb-6c411ce605de.mirbase21.mirnas.quantification.txt	c9cbcf9e4f087f73cd5e7f99e02ef2b3	50238	released
92c40bfa-1683-461e-bac4-6f573534d2e6	1adae0c5-d78b-4746-889d-7794467ea2ba.mirbase21.mirnas.quantification.txt	ecf1b6296ae1edcb527233678355f0e6	50259	released
43f9b7f8-4bfb-4667-8ae3-322b8e2f84ae	bbede5f0-d64d-40ee-9884-3d40dc29e3c3.mirbase21.mirnas.quantification.txt	860fff0bb7c4a296c8ce367389b0b384	50481	released
04577f31-ebda-4ec9-b355-edfc368f1cc3	c77ee920-6760-4064-88d9-5095cc1a479d.mirbase21.mirnas.quantification.txt	c439e468e397bd9031ab9d34109e0094	50276	released
5a12ee3e-3a66-4be2-ae10-58d8bd836834	5ca61a5c-dcb5-4d0d-8e7c-3d7f9983a776.mirbase21.mirnas.quantification.txt	e9cb672afeda920d3ba5f5e87fb9ea16	50148	released
062ded7c-0add-435d-8616-240bde2b883f	19fbdccf-6617-43f7-9cf5-95d1ab5dc6a3.mirbase21.mirnas.quantification.txt	f11cf95f2dddc3c63d407c0da985ba5c	50129	released
8b7f2d8d-7e6e-462c-b74d-9ab31b7253d3	16ea0dc6-2732-49e6-bc90-2d0de2ae8721.mirbase21.mirnas.quantification.txt	a9021e19ef251fe59557eca3594aff9f	50370	released
0370e968-7165-4896-ac70-0cfe2df2db84	c9de5675-7693-4570-93e0-aabb4b0ce695.mirbase21.mirnas.quantification.txt	6914f2a7b31281218ddc10b572540c94	50230	released
4c683ba4-c87d-417b-b4e1-180f3d095b01	9ce67db6-5b1b-4822-b708-f5a0d1f842f6.mirbase21.mirnas.quantification.txt	c36314ae7ff8ea02691d8053910dc4b1	50233	released
